r_kpc,rho_Msun_pc3,ratio_rho_over_rhoc,Phi_TEG,deviation_from_GR_abs,regime,rho_c_Msun_pc3,rho_transition_threshold
1.788076,1.149189,1147.1193,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.793988,1.133429,1131.3881,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.799900,1.117922,1115.9088,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.805812,1.102662,1100.6769,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.811723,1.087646,1085.6877,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.817635,1.072869,1070.9368,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.823547,1.058325,1056.4199,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.829459,1.044012,1042.1326,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.835371,1.029925,1028.0709,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.841283,1.016060,1014.2305,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.847194,1.002412,1000.6076,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.853106,0.988979,987.1981,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.859018,0.975755,973.9982,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.864930,0.962738,961.0042,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.870842,0.949923,948.2123,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.876754,0.937307,935.6190,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.882665,0.924886,923.2206,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.888577,0.912657,911.0138,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.894489,0.900617,898.9951,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.900401,0.888761,887.1612,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.906313,0.877088,875.5088,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.912224,0.865593,864.0348,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.918136,0.854274,852.7359,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.924048,0.843127,841.6092,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.929960,0.832150,830.6515,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.935872,0.821339,819.8600,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.941784,0.810691,809.2318,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.947695,0.800205,798.7639,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.953607,0.789876,788.4538,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.959519,0.779702,778.2985,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.965431,0.769681,768.2955,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.971343,0.759810,758.4420,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.977255,0.750086,748.7357,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.983166,0.740507,739.1738,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.989078,0.731070,729.7541,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
1.994990,0.721774,720.4739,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.000902,0.712614,711.3311,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.006814,0.703590,702.3231,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.012725,0.694699,693.4479,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.018637,0.685938,684.7030,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.024549,0.677306,676.0863,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.030461,0.668800,667.5957,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.036373,0.660418,659.2290,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.042285,0.652158,650.9842,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.048196,0.644019,642.8592,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.054108,0.635997,634.8520,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.060020,0.628092,626.9607,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.065932,0.620300,619.1834,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.071844,0.612621,611.5181,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.077756,0.605052,603.9631,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.083667,0.597592,596.5164,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.089579,0.590239,589.1763,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.095491,0.582991,581.9411,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.101403,0.575846,574.8091,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.107315,0.568803,567.7785,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.113226,0.561859,560.8477,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.119138,0.555014,554.0151,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.125050,0.548266,547.2791,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.130962,0.541613,540.6382,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.136874,0.535054,534.0907,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.142786,0.528587,527.6352,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.148697,0.522211,521.2702,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.154609,0.515923,514.9943,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.160521,0.509724,508.8060,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.166433,0.503611,502.7039,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.172345,0.497583,496.6867,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.178257,0.491638,490.7530,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.184168,0.485776,484.9014,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.190080,0.479995,479.1308,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.195992,0.474294,473.4397,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.201904,0.468671,467.8269,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.207816,0.463125,462.2913,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.213727,0.457656,456.8315,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.219639,0.452261,451.4465,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.225551,0.446940,446.1350,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.231463,0.441691,440.8958,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.237375,0.436514,435.7280,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.243287,0.431407,430.6302,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.249198,0.426369,425.6016,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.255110,0.421400,420.6409,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.261022,0.416497,415.7471,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.266934,0.411661,410.9193,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.272846,0.406889,406.1564,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.278758,0.402181,401.4573,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.284669,0.397537,396.8212,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.290581,0.392955,392.2470,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.296493,0.388433,387.7338,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.302405,0.383972,383.2807,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.308317,0.379570,378.8868,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.314228,0.375227,374.5511,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.320140,0.370941,370.2728,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.326052,0.366711,366.0511,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.331964,0.362538,361.8850,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.337876,0.358419,357.7737,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.343788,0.354354,353.7164,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.349699,0.350343,349.7123,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.355611,0.346384,345.7606,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.361523,0.342477,341.8605,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.367435,0.338621,338.0113,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.373347,0.334815,334.2121,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.379259,0.331058,330.4623,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.385170,0.327350,326.7611,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.391082,0.323691,323.1078,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.396994,0.320078,319.5016,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.402906,0.316512,315.9420,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.408818,0.312992,312.4281,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.414729,0.309517,308.9594,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.420641,0.306086,305.5352,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.426553,0.302700,302.1548,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.432465,0.299357,298.8175,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.438377,0.296056,295.5229,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.444289,0.292797,292.2701,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.450200,0.289580,289.0587,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.456112,0.286404,285.8880,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.462024,0.283267,282.7574,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.467936,0.280171,279.6664,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.473848,0.277113,276.6144,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.479760,0.274094,273.6008,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.485671,0.271113,270.6251,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.491583,0.268170,267.6867,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.497495,0.265263,264.7851,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.503407,0.262392,261.9198,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.509319,0.259558,259.0903,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.515230,0.256758,256.2960,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.521142,0.253994,253.5364,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.527054,0.251264,250.8111,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.532966,0.248567,248.1196,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.538878,0.245904,245.4614,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.544790,0.243274,242.8360,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.550701,0.240676,240.2429,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.556613,0.238111,237.6818,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.562525,0.235576,235.1521,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.568437,0.233073,232.6535,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.574349,0.230601,230.1854,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.580261,0.228158,227.7475,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.586172,0.225746,225.3394,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.592084,0.223363,222.9605,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.597996,0.221009,220.6106,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.603908,0.218683,218.2893,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.609820,0.216386,215.9960,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.615731,0.214116,213.7305,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.621643,0.211874,211.4924,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.627555,0.209659,209.2812,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.633467,0.207470,207.0966,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.639379,0.205308,204.9383,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.645291,0.203172,202.8059,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.651202,0.201061,200.6991,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.657114,0.198976,198.6174,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.663026,0.196915,196.5605,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.668938,0.194879,194.5282,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.674850,0.192867,192.5200,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.680762,0.190879,190.5357,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.686673,0.188915,188.5750,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.692585,0.186974,186.6374,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.698497,0.185056,184.7227,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.704409,0.183160,182.8306,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.710321,0.181287,180.9608,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.716232,0.179436,179.1130,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.722144,0.177607,177.2869,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.728056,0.175799,175.4822,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.733968,0.174012,173.6986,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.739880,0.172246,171.9359,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.745792,0.170501,170.1937,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.751703,0.168776,168.4718,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.757615,0.167071,166.7699,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.763527,0.165386,165.0878,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.769439,0.163720,163.4252,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.775351,0.162074,161.7818,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.781263,0.160446,160.1574,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.787174,0.158838,158.5518,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.793086,0.157248,156.9646,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.798998,0.155676,155.3957,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.804910,0.154122,153.8448,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.810822,0.152586,152.3117,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.816733,0.151068,150.7961,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.822645,0.149567,149.2978,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.828557,0.148083,147.8166,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.834469,0.146616,146.3523,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.840381,0.145166,144.9047,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.846293,0.143732,143.4735,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.852204,0.142315,142.0585,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.858116,0.140913,140.6595,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.864028,0.139528,139.2764,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.869940,0.138158,137.9088,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.875852,0.136803,136.5567,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.881764,0.135464,135.2198,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.887675,0.134139,133.8979,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.893587,0.132830,132.5908,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.899499,0.131535,131.2984,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.905411,0.130255,130.0204,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.911323,0.128989,128.7566,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.917234,0.127737,127.5070,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.923146,0.126499,126.2713,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.929058,0.125275,125.0493,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.934970,0.124064,123.8409,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.940882,0.122867,122.6458,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.946794,0.121683,121.4640,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.952705,0.120512,120.2952,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.958617,0.119354,119.1394,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.964529,0.118209,117.9962,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.970441,0.117076,116.8657,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.976353,0.115956,115.7475,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.982265,0.114848,114.6416,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.988176,0.113753,113.5479,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
2.994088,0.112669,112.4660,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
3.000000,0.111597,111.3960,1.0000000000,0.000e+00,GR_exact,0.001002,15.9
